subject_id,tangram_set,target,earlier,length,label,response,correct,understood
4884791a-25bc-41da-b00b-f649a8b1606f,2,E,later,2,bunny ears,E,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,0,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",A,False,yes
4884791a-25bc-41da-b00b-f649a8b1606f,1,E,earlier,23,"It looks like a windmill on top of a hill, the peak is on the left, two triangles and a square on top",G,False,yes
4884791a-25bc-41da-b00b-f649a8b1606f,2,G,earlier,28,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",K,False,yes
4884791a-25bc-41da-b00b-f649a8b1606f,2,A,earlier,26,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",A,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,2,C,earlier,35,"looks like falling over, diamond face, arms raised, falling to the left, no feet, larger gap between face and arm on the right side compared to the left side, block body, looks like slanted Y",C,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,0,D,later,1,priest,D,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,0,H,later,2,no arms,H,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,1,F,earlier,23,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",F,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,2,I,earlier,13,"ice skating one, square head balancing, two triangle arms pointing to the left",I,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,1,G,earlier,21,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,1,I,later,1,ballerina,I,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,0,A,earlier,41,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,1,K,earlier,32,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",K,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,0,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,True,yes
4884791a-25bc-41da-b00b-f649a8b1606f,1,J,earlier,48,"The person has his/her foot pointing to the right, his hand is also pointed to the right, the left side of his body is completely straight from top to bottom, there is just one box on top as the head and the head is a diamond shape",G,False,yes
4884791a-25bc-41da-b00b-f649a8b1606f,2,K,earlier,25,"cone sticking out from chest facing right, triangle point sticking up in the back, it's the one that looks like it's kneeling rather than squatting",K,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,2,G,earlier,79,"It looks like a person looking up and to the right, one leg is on the bottom right, the one on the left is flat on the ground, only one hand is visible, pointing to the top right, no hair or ears, square/head is on the left side, kneeling, the left side of the leg is on the ground, hand is on the top right, only 1 hand visible, triangle with the right angle on the bottom left",K,False,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,2,K,earlier,25,"cone sticking out from chest facing right, triangle point sticking up in the back, it's the one that looks like it's kneeling rather than squatting",K,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,0,D,later,3,long sleeved book,D,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,0,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,0,H,later,2,no arms,H,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,1,E,earlier,2,bunny ears,E,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,1,I,earlier,18,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,1,K,later,1,duck,I,False,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,2,E,later,2,bunny ears,E,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,2,C,earlier,33,"This guy looks like he is falling backwards, hands in the air, his two arms are obviously flanking both sides of his flailing body, his body looks like a parallelogram here, no legs",C,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,1,F,earlier,28,"Person sat down, their head is a rotated square, they look as if they are sad so the head is tilted down, 1 knee up no bunny ears",F,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,1,J,later,2,fat guy,J,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,0,A,earlier,41,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,2,I,earlier,26,"the one that looks like a standing position with one leg on the ground and one sticking out to the right, and two triangles pointing left",I,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,2,A,later,1,thriller,C,False,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,0,C,earlier,22,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,True,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,1,G,later,1,leg,I,False,yes
500cb5f7-e709-4d38-8dc5-6216558f9f06,0,B,later,2,princess dance,C,False,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,0,D,later,1,priest,L,False,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,0,C,later,2,no legs,H,False,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,0,L,earlier,21,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,1,J,earlier,17,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",E,False,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,0,H,earlier,33,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,2,I,later,2,yoga guy,I,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,1,E,earlier,2,bunny ears,E,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,2,C,earlier,35,"looks like falling over, diamond face, arms raised, falling to the left, no feet, larger gap between face and arm on the right side compared to the left side, block body, looks like slanted Y",C,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,1,K,earlier,32,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",K,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,2,E,earlier,11,"sitting down, facing right, with the hat thing on its head",E,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,0,B,earlier,28,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,2,G,earlier,79,"It looks like a person looking up and to the right, one leg is on the bottom right, the one on the left is flat on the ground, only one hand is visible, pointing to the top right, no hair or ears, square/head is on the left side, kneeling, the left side of the leg is on the ground, hand is on the top right, only 1 hand visible, triangle with the right angle on the bottom left",G,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,2,A,earlier,26,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",A,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,2,K,earlier,25,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, looks like a duck looking right with a diamond on top",K,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,1,I,later,2,ice skater,I,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,1,G,later,3,strike a pose,I,False,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,1,F,earlier,28,"Person sat down, their head is a rotated square, they look as if they are sad so the head is tilted down, 1 knee up no bunny ears",F,True,yes
59b54839-62ad-4cf3-b04c-eb1926b74410,0,A,later,1,thriller,A,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,2,A,later,1,thriller,C,False,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,1,I,later,1,ballerina,G,False,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,0,B,later,1,mouse,L,False,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,2,K,later,1,duck,C,False,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,1,E,later,2,bunny ears,E,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,1,F,earlier,28,"Person sat down, their head is a rotated square, they look as if they are sad so the head is tilted down, 1 knee up no bunny ears",F,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,0,D,later,1,priest,D,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,2,C,later,2,falling guy,C,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,0,H,earlier,25,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,0,C,earlier,22,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,1,G,later,3,strike a pose,I,False,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,1,K,earlier,27,"cone sticking out from chest facing right, triangle point sticking up in the back, it's the one that looks like it's kneeling rather than squatting, facing right",K,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,2,G,earlier,58,"This one has a square on the left (ear 1) and a four-sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down, it connects to a bigger four-sided shape at the bottom (trapezium?) with a smaller triangle on the right-hand side, kind of looks like a dog to me",G,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,0,L,later,2,bent knees,L,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,0,A,later,1,zombie,A,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,1,J,later,2,large cube,J,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,2,E,later,2,bunny ears,E,True,yes
caef54eb-6ee0-42a2-bbf5-5c3056bc695d,2,I,later,2,ice skater,I,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,0,D,later,3,long sleeved book,D,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,1,G,earlier,39,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",G,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,2,C,later,2,falling guy,C,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,2,E,earlier,19,"bunny ears, face leaning forward to the right, sitting with straight back, head tilted down, no gap between legs",E,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,0,L,earlier,21,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,1,K,earlier,85,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,0,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,2,A,earlier,26,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",A,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,2,K,later,1,duck,A,False,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,2,G,earlier,79,"It looks like a person looking up and to the right, one leg is on the bottom right, the one on the left is flat on the ground, only one hand is visible, pointing to the top right, no hair or ears, square/head is on the left side, kneeling, the left side of the leg is on the ground, hand is on the top right, only 1 hand visible, triangle with the right angle on the bottom left",K,False,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,0,C,later,2,falling guy,C,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,1,I,earlier,18,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,1,J,later,2,fat guy,J,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,1,E,earlier,27,"The gentleman is lunging forward throwing hands in the air, it is difficult to make out, also looks like a rabbit with head down and big ears",E,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,0,B,earlier,27,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",B,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,2,I,earlier,20,"picture looks like it has 2 hands going forward, standing on one leg and kicking the right leg out back",I,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,1,F,later,1,sad,F,True,yes
c9c2f067-a057-46ef-b67d-1cf446a8e82f,0,A,later,1,thriller,A,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,1,G,earlier,21,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,2,E,earlier,26,"its like a rabbit looking right, his head is kind of square, and the body is two triangle, it's lying down, two triangle ears on top",E,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,0,A,earlier,43,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,2,G,earlier,28,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,1,K,earlier,85,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",G,False,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,2,A,earlier,26,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",A,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,2,K,earlier,87,"this one is a slim one like a person standing again, but it has a big white triangle on the right side and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, the parallelogram, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,0,H,earlier,25,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,0,D,earlier,36,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,1,E,later,1,windmill,G,False,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,1,J,later,2,fat guy,F,False,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,0,C,later,2,falling guy,C,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,1,I,later,2,ice skater,I,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,2,I,later,2,yoga guy,G,False,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,1,F,later,1,sad,E,False,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,0,B,earlier,28,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",L,False,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,0,L,later,2,bent knees,L,True,yes
211d92e6-4e14-45c7-98dc-f3fbef354e0b,2,C,earlier,40,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",C,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,0,B,earlier,27,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",B,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,1,E,earlier,2,bunny ears,E,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,1,J,earlier,17,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,2,I,earlier,26,"the one that looks like a standing position with one leg on the ground and one sticking out to the right, and two triangles pointing left",I,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,2,G,later,1,dog,G,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,0,H,earlier,33,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,2,E,earlier,11,"sitting down, facing right, with the hat thing on its head",E,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,1,I,earlier,18,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,0,D,later,3,long sleeved book,C,False,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,1,G,earlier,39,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",I,False,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,1,K,earlier,27,"cone sticking out from chest facing right, triangle point sticking up in the back, it's the one that looks like it's kneeling rather than squatting, facing right",G,False,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,0,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,2,C,later,1,Y,C,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,2,A,later,1,zombie,A,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,2,K,earlier,87,"this one is a slim one like a person standing again, but it has a big white triangle on the right side and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, the parallelogram, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,1,F,later,1,sad,F,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,0,A,earlier,43,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,True,yes
eb799a52-7ed9-41ed-b3ca-617f3973f9ee,0,C,later,2,no legs,C,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,0,L,earlier,30,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,1,E,later,1,windmill,E,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,1,K,earlier,32,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",E,False,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,0,C,later,2,no legs,C,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,1,F,earlier,28,"Person sat down, their head is a rotated square, they look as if they are sad so the head is tilted down, 1 knee up no bunny ears",F,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,1,G,earlier,21,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",K,False,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,2,G,earlier,58,"This one has a square on the left (ear 1) and a four-sided shape on the right (ear 2) it then has another shape that looks like a rectangle going down, it connects to a bigger four-sided shape at the bottom (trapezium?) with a smaller triangle on the right-hand side, kind of looks like a dog to me",A,False,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,2,E,earlier,11,"sitting down, facing right, with the hat thing on its head",E,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,1,I,earlier,41,"It looks like a dancer, standing upright one leg, the other leg pointing to the right, two arms to the left, like a ballerina kind of, body is mostly in the left half and the legs are on the right half",I,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,2,K,earlier,87,"this one is a slim one like a person standing again, but it has a big white triangle on the right side and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, the parallelogram, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,1,J,later,2,large cube,F,False,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,2,A,earlier,26,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",A,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,2,I,earlier,20,"picture looks like it has 2 hands going forward, standing on one leg and kicking the right leg out back",I,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,0,H,earlier,27,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,0,D,earlier,18,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,0,B,later,2,princess dance,B,True,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,0,A,later,1,thriller,H,False,yes
7df80dda-f81b-4ab9-8753-0a2e11f9df8d,2,C,earlier,33,"This guy looks like he is falling backwards, hands in the air, his two arms are obviously flanking both sides of his flailing body, his body looks like a parallelogram here, no legs",C,True,yes
c3d9f61d-5900-47ab-8061-82fbf79e03bf,1,K,earlier,32,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",K,True,yes
c3d9f61d-5900-47ab-8061-82fbf79e03bf,0,B,earlier,28,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,True,yes
