subject_id,item_id,counterbalance,type,goal,audience,audience_group,option1.tangram,option1.shared,option1.earlier,option1.length,option1.group,option1.label,option2.tangram,option2.shared,option2.earlier,option2.length,option2.group,option2.label,response.tangram,response.shared,response.earlier,response.length,response.group,response.label,understood
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,social,one,blue,D,unique,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,unique,later,3,blue,long sleeved book,D,unique,later,3,blue,long sleeved book,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,refer,one,red,C,shared,later,2,red,falling guy,C,,later,2,unseen,no legs,C,shared,later,2,red,falling guy,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,social,one,red,A,unique,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,unique,later,1,red,thriller,A,unique,later,1,red,thriller,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,social,one,blue,B,shared,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,shared,later,1,blue,mouse,B,shared,later,1,blue,mouse,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,red,C,shared,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,shared,later,2,red,falling guy,C,shared,later,2,red,falling guy,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,blue,A,unique,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,unique,later,1,blue,zombie,A,unique,later,1,blue,zombie,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,social,one,red,H,unique,later,1,red,baby,H,unique,later,2,blue,no arms,H,unique,later,1,red,baby,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,blue,C,shared,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,shared,later,2,blue,falling guy,C,shared,later,2,blue,falling guy,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,red,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,shared,later,1,red,zigzag,L,shared,later,1,red,zigzag,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,red,D,unique,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,unique,later,1,red,priest,D,unique,later,1,red,priest,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,social,one,blue,C,shared,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,shared,later,2,blue,falling guy,C,shared,later,2,blue,falling guy,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,social,one,red,D,unique,later,1,red,priest,D,unique,later,3,blue,long sleeved book,D,unique,later,1,red,priest,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,refer,one,red,B,shared,later,1,red,mouse,B,,later,2,unseen,princess dance,B,shared,later,1,red,mouse,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,refer,one,blue,C,shared,later,2,blue,falling guy,C,,later,2,unseen,no legs,C,shared,later,2,blue,falling guy,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,red,A,unique,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,unique,later,1,red,thriller,A,unique,later,1,red,thriller,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,blue,C,shared,earlier,32,blue,"it looks like a person is falling backwards with his arms outstretched, body is slanted to the left, one arm facing up and to the right and the other to the left",C,shared,later,2,blue,falling guy,C,shared,later,2,blue,falling guy,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,social,one,red,A,unique,later,1,red,thriller,A,unique,later,1,blue,zombie,A,unique,later,1,blue,zombie,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,refer,either,,B,shared,later,1,blue,mouse,B,,later,2,unseen,princess dance,B,shared,later,1,blue,mouse,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,red,C,shared,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,shared,later,2,red,falling guy,C,shared,later,2,red,falling guy,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,blue,B,shared,earlier,28,blue,"two big ears, pointing nose, facing left. A small triangle on the left side could be its foot or tail, its ears are a diamond and a triangle",B,shared,later,1,blue,mouse,B,shared,later,1,blue,mouse,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,social,one,blue,A,unique,later,1,red,thriller,A,unique,later,1,blue,zombie,A,unique,later,1,red,thriller,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,social,one,red,D,unique,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,unique,later,1,red,priest,D,unique,later,1,red,priest,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,blue,H,unique,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,unique,later,2,blue,no arms,H,unique,later,2,blue,no arms,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,refer,either,,L,shared,later,1,blue,zigzag,L,,later,2,unseen,bent knees,L,shared,later,1,blue,zigzag,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,refer,one,red,L,shared,later,1,red,zigzag,L,,later,2,unseen,bent knees,L,shared,later,1,red,zigzag,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,red,H,unique,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,unique,later,1,red,baby,H,unique,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,blue,A,unique,earlier,27,blue,"it looks like someone stood up with their feet both pointing left, there's a square and a trapesium at the top, with one leg in the air",A,unique,later,1,blue,zombie,A,unique,later,1,blue,zombie,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,red,D,unique,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,unique,later,1,red,priest,D,unique,later,1,red,priest,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,one,blue,D,unique,earlier,36,blue,"this looks like a standing person, with a triangle and square put together sticking out of the left sie, and the bottom is flat and there's a small triangle at the bottom sticking out left too",D,unique,later,3,blue,long sleeved book,D,unique,later,3,blue,long sleeved book,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,social,one,blue,H,unique,later,1,red,baby,H,unique,later,2,blue,no arms,H,unique,later,1,red,baby,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,blue,L,shared,earlier,30,blue,"diamond head, facing to the right, standing but knees are bent, one arm visible extending to the right, no hands on the left, the legs are like a zig zag",L,shared,later,1,blue,zigzag,L,shared,later,1,blue,zigzag,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,refer,one,blue,L,shared,later,1,blue,zigzag,L,,later,2,unseen,bent knees,L,shared,later,1,blue,zigzag,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,social,one,red,H,unique,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,unique,later,1,red,baby,H,unique,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,baseline,social,one,blue,D,unique,later,1,red,priest,D,unique,later,3,blue,long sleeved book,D,unique,later,1,red,priest,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,red,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,shared,later,1,red,zigzag,L,shared,later,1,red,zigzag,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,social,one,blue,H,unique,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,unique,later,2,blue,no arms,H,unique,later,2,blue,no arms,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,social,one,red,L,shared,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,shared,later,1,red,zigzag,L,shared,later,1,red,zigzag,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,blue,H,unique,earlier,27,blue,"this one you can't really see the feet, hard to tell if they're sitting or what, no arms, facing right, and nothing on top of the head",H,unique,later,2,blue,no arms,H,unique,later,2,blue,no arms,yes
dd2c8d9a-acab-46b0-a2d6-58e7c914ac4e,0,a,main,refer,either,red,B,shared,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,shared,later,1,red,mouse,B,shared,later,1,red,mouse,yes
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,blue,A,shared,earlier,43,blue,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,shared,later,1,blue,thriller,A,shared,later,1,blue,thriller,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,refer,one,red,H,shared,later,1,red,baby,H,,later,2,unseen,no arms,H,,later,2,unseen,no arms,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,social,one,red,C,unique,later,2,red,falling guy,C,unique,later,2,blue,no legs,C,unique,later,2,red,falling guy,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,red,C,unique,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,unique,later,2,red,falling guy,C,unique,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,red,C,unique,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,unique,later,2,red,falling guy,C,unique,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,blue,A,shared,earlier,43,blue,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,shared,later,1,blue,thriller,A,shared,earlier,43,blue,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,red,L,unique,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,unique,later,1,red,zigzag,L,unique,later,1,red,zigzag,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,refer,either,,H,shared,later,1,blue,baby,H,,later,2,unseen,no arms,H,,later,2,unseen,no arms,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,social,one,red,B,unique,later,1,red,mouse,B,unique,later,2,blue,princess dance,B,unique,later,2,blue,princess dance,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,red,B,unique,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,unique,later,1,red,mouse,B,unique,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,blue,L,unique,earlier,18,blue,This looks like a person giving a speech from a book again but this time with knees bent,L,unique,later,2,blue,bent knees,L,unique,earlier,18,blue,This looks like a person giving a speech from a book again but this time with knees bent,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,red,C,unique,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",C,unique,later,2,red,falling guy,C,unique,earlier,22,red,"almost looks like someone slipped and is falling backward with hands in the air, looks like it's from the waist up only",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,blue,L,unique,earlier,18,blue,This looks like a person giving a speech from a book again but this time with knees bent,L,unique,later,2,blue,bent knees,L,unique,earlier,18,blue,This looks like a person giving a speech from a book again but this time with knees bent,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,blue,H,shared,earlier,33,blue,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,shared,later,1,blue,baby,H,shared,later,1,blue,baby,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,refer,one,blue,A,shared,later,1,blue,thriller,A,,later,1,unseen,zombie,A,shared,later,1,blue,thriller,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,red,H,shared,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,shared,later,1,red,baby,H,shared,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,blue,D,shared,earlier,17,blue,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,D,shared,later,1,blue,priest,D,shared,earlier,17,blue,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,red,A,shared,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,shared,later,1,red,thriller,A,shared,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,blue,D,shared,earlier,17,blue,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,D,shared,later,1,blue,priest,D,shared,earlier,17,blue,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,red,H,shared,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,shared,later,1,red,baby,H,shared,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,red,B,unique,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,unique,later,1,red,mouse,B,unique,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,refer,one,red,A,shared,later,1,red,thriller,A,,later,1,unseen,zombie,A,shared,later,1,red,thriller,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,red,L,unique,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,unique,later,1,red,zigzag,L,unique,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,blue,B,unique,earlier,27,blue,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",B,unique,later,2,blue,princess dance,B,unique,earlier,27,blue,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,blue,A,shared,earlier,43,blue,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,A,shared,later,1,blue,thriller,A,shared,earlier,43,blue,it looks like a person kicking one foot in front of them. their head looks like it has a beak! they have a box over their right shoulder. It could also in theory looking like a person carrying another person over their shoulder.,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,social,one,red,L,unique,later,1,red,zigzag,L,unique,later,2,blue,bent knees,L,unique,later,2,blue,bent knees,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,blue,H,shared,earlier,33,blue,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,shared,later,1,blue,baby,H,shared,earlier,33,blue,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,blue,C,unique,earlier,30,blue,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",C,unique,later,2,blue,no legs,C,unique,later,2,blue,no legs,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,blue,C,unique,earlier,30,blue,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",C,unique,later,2,blue,no legs,C,unique,later,2,blue,no legs,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,refer,one,red,D,shared,later,1,red,priest,D,,later,3,unseen,long sleeved book,D,shared,later,1,red,priest,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,social,one,blue,C,unique,later,2,red,falling guy,C,unique,later,2,blue,no legs,C,unique,later,2,red,falling guy,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,red,D,shared,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,shared,later,1,red,priest,D,shared,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,blue,C,unique,earlier,30,blue,"rectangle body with two arms and a head, arms out wide, straight body lines, one arm has a triangle for a hand and the other is a square, no legs",C,unique,later,2,blue,no legs,C,unique,later,2,blue,no legs,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,refer,either,,D,shared,later,1,blue,priest,D,,later,3,unseen,long sleeved book,D,shared,later,1,blue,priest,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,refer,one,blue,H,shared,later,1,blue,baby,H,,later,2,unseen,no arms,H,,later,2,unseen,no arms,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,red,A,shared,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,shared,later,1,red,thriller,A,shared,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,blue,H,shared,earlier,33,blue,"it's a blog in the middle with a head on top, only two shapes, sort of looks like a wrapped up baby, square head, the main shape is sort of like a hexagon",H,shared,later,1,blue,baby,H,shared,later,1,blue,baby,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,social,one,blue,L,unique,later,1,red,zigzag,L,unique,later,2,blue,bent knees,L,unique,later,2,blue,bent knees,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,blue,L,unique,earlier,18,blue,This looks like a person giving a speech from a book again but this time with knees bent,L,unique,later,2,blue,bent knees,L,unique,earlier,18,blue,This looks like a person giving a speech from a book again but this time with knees bent,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,red,L,unique,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",L,unique,later,1,red,zigzag,L,unique,earlier,21,red,"someone kneeling down with his arms pointing right with his knees pointing right too, his legs are combined into a square",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,red,D,shared,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,shared,later,1,red,priest,D,shared,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,social,one,blue,B,unique,later,1,red,mouse,B,unique,later,2,blue,princess dance,B,unique,later,2,blue,princess dance,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,blue,B,unique,earlier,27,blue,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",B,unique,later,2,blue,princess dance,B,unique,earlier,27,blue,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,blue,D,shared,earlier,17,blue,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,D,shared,later,1,blue,priest,D,shared,earlier,17,blue,looks like a priest wearing a robe. facing left. arms stretched out holding something. standing straight up,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,red,A,shared,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",A,shared,later,1,red,thriller,A,shared,earlier,41,red,"a guy facing left with his head to the right over his back and a leg out to the left, his arms are level with his head and his head comes past the right side of his body by a bit",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,either,red,B,unique,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",B,unique,later,1,red,mouse,B,unique,earlier,28,red,"the head is on a flat surface with a triangle stuck to the side of the head, the head and neck look a bit like a pacman mouth",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,baseline,refer,either,,A,shared,later,1,blue,thriller,A,,later,1,unseen,zombie,A,shared,later,1,blue,thriller,no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,refer,one,red,H,shared,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",H,shared,later,1,red,baby,H,shared,earlier,25,red,"looks like the letter 'i', no hand sticking out just a head and a body, like a baby that has been swaddled in a blanket",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,red,D,shared,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",D,shared,later,1,red,priest,D,shared,earlier,18,red,"Someone facing left, their back is a straight line, sort of looks like they're holding a book open",no
d0ad0ce4-21d8-4ca1-b675-5edbe8e0376c,0,b,main,social,one,blue,B,unique,earlier,27,blue,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",B,unique,later,2,blue,princess dance,B,unique,earlier,27,blue,"two triangle arms, one facing left and one facing right, kneeling a little with a leg to the side, you could say it is wearing a dress",no
